Date,"Branded Fuel- Distribution Costs, Marketing Costs, and Profits",Branded Fuel- Crude Oil Cost,Branded Fuel- Refinery Costs and Profits,Branded Fuel- State Underground Storage Tank Fee:,Branded Fuel- State and Local Sales Tax,Branded Fuel- State Excise Tax,Branded Fuel- Federal Excise Tax,Branded Fuel- Average Retail prices,,"Unbranded Fuel- Distribution Costs, Marketing Costs, and Profits",Unbranded Fuel- Crude Oil Cost,Unbranded Fuel- Refinery Costs and Profits,Unbranded Fuel- State Underground Storage Tank Fee:,Unbranded Fuel- State and Local Sales Tax,Unbranded Fuel- State Excise Tax,Unbranded Fuel- Federal Excise Tax,Unbranded Fuel- Average Retail prices
10/22/2007,$0.09 ,$2.05 ,$0.40 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.14 ,,$0.08 ,$2.05 ,$0.40 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.14 
10/29/2007,$0.06 ,$2.20 ,$0.29 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 ,,($0.02),$2.20 ,$0.37 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.16 
11/5/2007,$0.03 ,$2.20 ,$0.39 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 ,,($0.07),$2.20 ,$0.48 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 
11/12/2007,$0.09 ,$2.22 ,$0.43 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.37 ,,$0.06 ,$2.22 ,$0.46 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.37 
11/19/2007,$0.14 ,$2.21 ,$0.42 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.40 ,,$0.20 ,$2.21 ,$0.36 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.40 
11/26/2007,$0.15 ,$2.28 ,$0.34 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.40 ,,$0.22 ,$2.28 ,$0.27 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.40 
12/3/2007,$0.21 ,$2.07 ,$0.45 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.36 ,,$0.41 ,$2.07 ,$0.26 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.36 
12/10/2007,$0.23 ,$2.01 ,$0.47 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 ,,$0.34 ,$2.01 ,$0.35 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 
12/17/2007,$0.17 ,$2.09 ,$0.41 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.29 ,,$0.21 ,$2.09 ,$0.36 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.29 
12/24/2007,$0.14 ,$2.16 ,$0.34 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.26 ,,$0.10 ,$2.16 ,$0.39 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.26 
12/31/2007,$0.11 ,$2.23 ,$0.34 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.30 ,,$0.09 ,$2.23 ,$0.36 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.30 
1/7/2008,$0.10 ,$2.22 ,$0.38 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 ,,$0.14 ,$2.22 ,$0.35 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 
1/14/2008,$0.23 ,$2.20 ,$0.24 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.29 ,,$0.29 ,$2.20 ,$0.18 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.29 
1/21/2008,$0.26 ,$2.12 ,$0.23 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 ,,$0.38 ,$2.12 ,$0.11 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.23 
1/28/2008,$0.20 ,$2.13 ,$0.21 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.15 ,,$0.18 ,$2.13 ,$0.23 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.15 
2/4/2008,$0.07 ,$2.10 ,$0.33 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.11 ,,$0.01 ,$2.10 ,$0.39 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.11 
2/11/2008,$0.09 ,$2.18 ,$0.23 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.11 ,,($0.01),$2.18 ,$0.33 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.11 
2/18/2008,$0.08 ,$2.25 ,$0.25 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 ,,($0.03),$2.25 ,$0.36 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$3.19 
2/25/2008,$0.05 ,$2.35 ,$0.30 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 ,,($0.08),$2.35 ,$0.43 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.33 
3/3/2008,$0.07 ,$2.44 ,$0.31 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.46 ,,$0.02 ,$2.44 ,$0.36 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.46 
3/10/2008,$0.09 ,$2.57 ,$0.24 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.54 ,,$0.06 ,$2.57 ,$0.27 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.54 
3/17/2008,$0.11 ,$2.51 ,$0.33 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.60 ,,$0.20 ,$2.51 ,$0.25 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.60 
3/24/2008,$0.11 ,$2.40 ,$0.44 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.60 ,,$0.11 ,$2.40 ,$0.44 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.60 
3/31/2008,$0.06 ,$2.42 ,$0.48 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.61 ,,$0.04 ,$2.42 ,$0.50 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.61 
4/7/2008,$0.08 ,$2.60 ,$0.36 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.69 ,,($0.02),$2.60 ,$0.46 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.69 
4/14/2008,$0.09 ,$2.66 ,$0.37 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.77 ,,$0.04 ,$2.66 ,$0.41 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.77 
4/21/2008,$0.11 ,$2.80 ,$0.28 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.85 ,,$0.05 ,$2.80 ,$0.34 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.85 
4/28/2008,$0.09 ,$2.83 ,$0.31 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.89 ,,$0.06 ,$2.83 ,$0.34 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.89 
5/5/2008,$0.13 ,$2.86 ,$0.24 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.90 ,,$0.09 ,$2.86 ,$0.28 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.90 
5/12/2008,$0.06 ,$2.96 ,$0.23 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.92 ,,$0.03 ,$2.96 ,$0.26 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.92 
5/19/2008,$0.06 ,$3.03 ,$0.19 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.95 ,,($0.03),$3.03 ,$0.28 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.95 
5/26/2008,$0.04 ,$3.15 ,$0.23 ,$0.01 ,$0.30 ,$0.18 ,$0.18 ,$4.10 ,,($0.13),$3.15 ,$0.40 ,$0.01 ,$0.30 ,$0.18 ,$0.18 ,$4.10 
6/2/2008,$0.01 ,$3.04 ,$0.51 ,$0.01 ,$0.31 ,$0.18 ,$0.18 ,$4.24 ,,($0.25),$3.04 ,$0.76 ,$0.01 ,$0.31 ,$0.18 ,$0.18 ,$4.24 
6/9/2008,$0.02 ,$3.20 ,$0.51 ,$0.01 ,$0.33 ,$0.18 ,$0.18 ,$4.43 ,,($0.19),$3.20 ,$0.71 ,$0.01 ,$0.33 ,$0.18 ,$0.18 ,$4.43 
6/16/2008,$0.08 ,$3.21 ,$0.58 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.59 ,,$0.10 ,$3.21 ,$0.56 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.59 
6/23/2008,$0.12 ,$3.22 ,$0.53 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.59 ,,$0.19 ,$3.22 ,$0.46 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.59 
6/30/2008,$0.16 ,$3.31 ,$0.38 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.57 ,,$0.27 ,$3.31 ,$0.28 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.57 
7/7/2008,$0.16 ,$3.37 ,$0.31 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.55 ,,$0.28 ,$3.37 ,$0.18 ,$0.01 ,$0.34 ,$0.18 ,$0.18 ,$4.55 
7/14/2008,$0.18 ,$3.44 ,$0.20 ,$0.01 ,$0.33 ,$0.18 ,$0.18 ,$4.52 ,,$0.22 ,$3.44 ,$0.15 ,$0.01 ,$0.33 ,$0.18 ,$0.18 ,$4.52 
7/21/2008,$0.28 ,$3.10 ,$0.37 ,$0.01 ,$0.33 ,$0.18 ,$0.18 ,$4.46 ,,$0.56 ,$3.10 ,$0.09 ,$0.01 ,$0.33 ,$0.18 ,$0.18 ,$4.46 
7/28/2008,$0.33 ,$2.95 ,$0.34 ,$0.01 ,$0.32 ,$0.18 ,$0.18 ,$4.32 ,,$0.50 ,$2.95 ,$0.17 ,$0.01 ,$0.32 ,$0.18 ,$0.18 ,$4.32 
8/4/2008,$0.26 ,$2.96 ,$0.30 ,$0.01 ,$0.31 ,$0.18 ,$0.18 ,$4.21 ,,$0.40 ,$2.96 ,$0.16 ,$0.01 ,$0.31 ,$0.18 ,$0.18 ,$4.21 
8/11/2008,$0.19 ,$2.71 ,$0.53 ,$0.01 ,$0.31 ,$0.18 ,$0.18 ,$4.12 ,,$0.23 ,$2.71 ,$0.49 ,$0.01 ,$0.31 ,$0.18 ,$0.18 ,$4.12 
8/18/2008,$0.20 ,$2.67 ,$0.49 ,$0.01 ,$0.30 ,$0.18 ,$0.18 ,$4.04 ,,$0.34 ,$2.67 ,$0.35 ,$0.01 ,$0.30 ,$0.18 ,$0.18 ,$4.04 
8/25/2008,$0.20 ,$2.70 ,$0.39 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.96 ,,$0.27 ,$2.70 ,$0.31 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.96 
9/1/2008,$0.11 ,$2.73 ,$0.39 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.91 ,,$0.00 ,$2.73 ,$0.51 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.91 
9/8/2008,$0.17 ,$2.53 ,$0.49 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.86 ,,$0.18 ,$2.53 ,$0.48 ,$0.01 ,$0.29 ,$0.18 ,$0.18 ,$3.86 
9/15/2008,$0.12 ,$2.24 ,$0.79 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.80 ,,$0.17 ,$2.24 ,$0.73 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.80 
9/22/2008,$0.21 ,$2.82 ,$0.04 ,$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.73 ,,$0.33 ,$2.82 ,($0.08),$0.01 ,$0.28 ,$0.18 ,$0.18 ,$3.73 
9/29/2008,$0.15 ,$2.23 ,$0.64 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.67 ,,$0.19 ,$2.23 ,$0.60 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.67 
10/6/2008,$0.23 ,$2.02 ,$0.71 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.60 ,,$0.35 ,$2.02 ,$0.58 ,$0.01 ,$0.27 ,$0.18 ,$0.18 ,$3.60 
10/13/2008,$0.24 ,$1.86 ,$0.73 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.47 ,,$0.28 ,$1.86 ,$0.69 ,$0.01 ,$0.26 ,$0.18 ,$0.18 ,$3.47 
10/20/2008,$0.40 ,$1.69 ,$0.64 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.36 ,,$0.52 ,$1.69 ,$0.51 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$3.36 
10/27/2008,$0.60 ,$1.43 ,$0.50 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.13 ,,$0.83 ,$1.43 ,$0.26 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.13 
11/3/2008,$0.56 ,$1.45 ,$0.19 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.78 ,,$0.56 ,$1.45 ,$0.19 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.78 
11/10/2008,$0.42 ,$1.40 ,$0.17 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.56 ,,$0.46 ,$1.40 ,$0.13 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.56 
11/17/2008,$0.39 ,$1.23 ,$0.19 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.37 ,,$0.50 ,$1.23 ,$0.09 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.37 
11/24/2008,$0.40 ,$1.19 ,($0.02),$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.11 ,,$0.43 ,$1.19 ,($0.05),$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.11 
12/1/2008,$0.27 ,$1.07 ,$0.10 ,$0.01 ,$0.14 ,$0.18 ,$0.18 ,$1.96 ,,$0.27 ,$1.07 ,$0.10 ,$0.01 ,$0.14 ,$0.18 ,$0.18 ,$1.96 
12/8/2008,$0.24 ,$0.92 ,$0.14 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,$0.30 ,$0.92 ,$0.07 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.81 
12/15/2008,$0.10 ,$0.92 ,$0.21 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.74 ,,($0.06),$0.92 ,$0.37 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.74 
12/22/2008,$0.10 ,$0.61 ,$0.59 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,($0.14),$0.61 ,$0.83 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.81 
12/29/2008,$0.10 ,$0.82 ,$0.38 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.81 ,,($0.08),$0.82 ,$0.57 ,$0.01 ,$0.13 ,$0.18 ,$0.18 ,$1.81 
1/5/2009,$0.05 ,$1.03 ,$0.28 ,$0.01 ,$0.14 ,$0.18 ,$0.18 ,$1.87 ,,($0.34),$1.03 ,$0.66 ,$0.01 ,$0.14 ,$0.18 ,$0.18 ,$1.87 
1/12/2009,$0.04 ,$0.76 ,$0.66 ,$0.01 ,$0.15 ,$0.18 ,$0.18 ,$1.99 ,,($0.05),$0.76 ,$0.75 ,$0.01 ,$0.15 ,$0.18 ,$0.18 ,$1.99 
1/19/2009,$0.06 ,$0.77 ,$0.71 ,$0.01 ,$0.15 ,$0.18 ,$0.18 ,$2.06 ,,($0.11),$0.77 ,$0.88 ,$0.01 ,$0.15 ,$0.18 ,$0.18 ,$2.06 
1/26/2009,$0.07 ,$1.02 ,$0.47 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.10 ,,$0.01 ,$1.02 ,$0.52 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.10 
2/2/2009,$0.05 ,$0.90 ,$0.62 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.11 ,,($0.09),$0.90 ,$0.77 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.11 
2/9/2009,$0.05 ,$0.98 ,$0.65 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.22 ,,($0.07),$0.98 ,$0.77 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.22 
2/16/2009,$0.10 ,$0.95 ,$0.69 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.29 ,,$0.08 ,$0.95 ,$0.71 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.29 
2/23/2009,$0.16 ,$0.97 ,$0.58 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.26 ,,$0.30 ,$0.97 ,$0.45 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.26 
3/2/2009,$0.07 ,$1.04 ,$0.54 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.19 ,,$0.09 ,$1.04 ,$0.52 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.19 
3/9/2009,$0.15 ,$1.15 ,$0.36 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.20 ,,$0.20 ,$1.15 ,$0.31 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.20 
3/16/2009,$0.15 ,$1.10 ,$0.37 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.16 ,,$0.13 ,$1.10 ,$0.40 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.16 
3/23/2009,$0.10 ,$1.19 ,$0.33 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.15 ,,($0.08),$1.19 ,$0.51 ,$0.01 ,$0.16 ,$0.18 ,$0.18 ,$2.15 
3/30/2009,$0.10 ,$1.04 ,$0.56 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.25 ,,$0.04 ,$1.04 ,$0.62 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.25 
4/6/2009,$0.11 ,$1.10 ,$0.55 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.31 ,,$0.08 ,$1.10 ,$0.58 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.31 
4/13/2009,$0.14 ,$1.07 ,$0.58 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.34 ,,$0.12 ,$1.07 ,$0.60 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.34 
4/20/2009,$0.13 ,$1.02 ,$0.64 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.34 ,,$0.12 ,$1.02 ,$0.65 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.34 
4/27/2009,$0.12 ,$1.16 ,$0.52 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.34 ,,$0.09 ,$1.16 ,$0.54 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.34 
5/4/2009,$0.12 ,$1.26 ,$0.43 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.36 ,,$0.06 ,$1.26 ,$0.49 ,$0.01 ,$0.17 ,$0.18 ,$0.18 ,$2.36 
5/11/2009,$0.09 ,$1.36 ,$0.42 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.42 ,,$0.04 ,$1.36 ,$0.47 ,$0.01 ,$0.18 ,$0.18 ,$0.18 ,$2.42 
5/18/2009,$0.11 ,$1.38 ,$0.47 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.52 ,,($0.01),$1.38 ,$0.59 ,$0.01 ,$0.19 ,$0.18 ,$0.18 ,$2.52 
5/25/2009,$0.11 ,$1.42 ,$0.53 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.64 ,,$0.04 ,$1.42 ,$0.60 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.64 
6/1/2009,$0.12 ,$1.63 ,$0.43 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.76 ,,$0.00 ,$1.63 ,$0.55 ,$0.01 ,$0.20 ,$0.18 ,$0.18 ,$2.76 
6/8/2009,$0.13 ,$1.62 ,$0.55 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.89 ,,$0.09 ,$1.62 ,$0.59 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.89 
6/15/2009,$0.13 ,$1.67 ,$0.58 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.98 ,,$0.14 ,$1.67 ,$0.57 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.98 
6/22/2009,$0.21 ,$1.59 ,$0.61 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.01 ,,$0.38 ,$1.59 ,$0.44 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.01 
6/29/2009,$0.22 ,$1.71 ,$0.45 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.98 ,,$0.34 ,$1.71 ,$0.34 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.98 
7/6/2009,$0.23 ,$1.53 ,$0.59 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.95 ,,$0.45 ,$1.53 ,$0.37 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.95 
7/13/2009,$0.19 ,$1.50 ,$0.60 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.88 ,,$0.44 ,$1.50 ,$0.35 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.88 
7/20/2009,$0.19 ,$1.52 ,$0.53 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.83 ,,$0.31 ,$1.52 ,$0.42 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.83 
7/27/2009,$0.15 ,$1.62 ,$0.47 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.83 ,,$0.15 ,$1.62 ,$0.47 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.83 
8/3/2009,$0.11 ,$1.70 ,$0.50 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.90 ,,$0.01 ,$1.70 ,$0.59 ,$0.01 ,$0.21 ,$0.18 ,$0.18 ,$2.90 
8/10/2009,$0.13 ,$1.67 ,$0.63 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.04 ,,$0.13 ,$1.67 ,$0.63 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.04 
8/17/2009,$0.13 ,$1.67 ,$0.63 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.04 ,,$0.24 ,$1.67 ,$0.53 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.04 
8/24/2009,$0.18 ,$1.77 ,$0.48 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.03 ,,$0.26 ,$1.77 ,$0.41 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.03 
8/31/2009,$0.14 ,$1.68 ,$0.62 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.04 ,,$0.18 ,$1.68 ,$0.58 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.04 
9/7/2009,$0.16 ,$1.63 ,$0.70 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.10 ,,$0.14 ,$1.63 ,$0.72 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.10 
9/14/2009,$0.15 ,$1.64 ,$0.75 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.15 ,,$0.17 ,$1.64 ,$0.73 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.15 
9/21/2009,$0.21 ,$1.66 ,$0.67 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.14 ,,$0.46 ,$1.66 ,$0.41 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.14 
9/28/2009,$0.22 ,$1.69 ,$0.58 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.10 ,,$0.48 ,$1.69 ,$0.32 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.10 
10/5/2009,$0.21 ,$1.71 ,$0.54 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.07 ,,$0.47 ,$1.71 ,$0.28 ,$0.01 ,$0.23 ,$0.18 ,$0.18 ,$3.07 
10/12/2009,$0.23 ,$1.74 ,$0.45 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.02 ,,$0.40 ,$1.74 ,$0.28 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$3.02 
10/19/2009,$0.20 ,$1.76 ,$0.43 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.99 ,,$0.26 ,$1.76 ,$0.37 ,$0.01 ,$0.22 ,$0.18 ,$0.18 ,$2.99 
10/26/2009,$0.15 ,$1.78 ,$0.42 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$2.99 ,,$0.20 ,$1.78 ,$0.37 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$2.99 
11/2/2009,$0.19 ,$1.81 ,$0.36 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$2.99 ,,$0.30 ,$1.81 ,$0.25 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$2.99 
11/9/2009,$0.22 ,$1.83 ,$0.30 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$2.98 ,,$0.37 ,$1.83 ,$0.16 ,$0.01 ,$0.25 ,$0.18 ,$0.18 ,$2.98 
11/16/2009,$0.22 ,$1.86 ,$0.26 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.96 ,,$0.31 ,$1.86 ,$0.17 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.96 
11/23/2009,$0.19 ,$1.79 ,$0.34 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.94 ,,$0.26 ,$1.79 ,$0.28 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.94 
11/30/2009,$0.18 ,$1.80 ,$0.32 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.92 ,,$0.20 ,$1.80 ,$0.30 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.92 
12/7/2009,$0.18 ,$1.74 ,$0.37 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.91 ,,$0.21 ,$1.74 ,$0.35 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.91 
12/14/2009,$0.15 ,$1.64 ,$0.49 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.90 ,,$0.12 ,$1.64 ,$0.53 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.90 
12/21/2009,$0.16 ,$1.71 ,$0.43 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.91 ,,$0.13 ,$1.71 ,$0.46 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.91 
12/28/2009,$0.15 ,$1.91 ,$0.25 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.93 ,,$0.09 ,$1.91 ,$0.32 ,$0.01 ,$0.24 ,$0.18 ,$0.18 ,$2.93 
